geo_type,region,transportation_type,alternative_name,sub_region,country,date,relative_mobility
county,Greenville County,driving,NA,South Carolina,United States,2020-07-04,113.07
county,Greenville County,driving,NA,South Carolina,United States,2020-07-05,105.59
county,Greenville County,driving,NA,South Carolina,United States,2020-07-06,136.33
county,Greenville County,driving,NA,South Carolina,United States,2020-07-07,137.97
county,Greenville County,driving,NA,South Carolina,United States,2020-07-08,148.63
county,Greenville County,driving,NA,South Carolina,United States,2020-07-09,154.05
county,Greenville County,driving,NA,South Carolina,United States,2020-07-10,170.44
county,Greenville County,driving,NA,South Carolina,United States,2020-07-11,157.79
county,Greenville County,driving,NA,South Carolina,United States,2020-07-12,114.55
county,Greenville County,driving,NA,South Carolina,United States,2020-07-13,143.04
county,Greenville County,driving,NA,South Carolina,United States,2020-07-14,151.12
county,Greenville County,driving,NA,South Carolina,United States,2020-07-15,150.84
county,Greenville County,driving,NA,South Carolina,United States,2020-07-16,154.65
county,Greenville County,driving,NA,South Carolina,United States,2020-07-17,171.16
county,Greenville County,driving,NA,South Carolina,United States,2020-07-18,155.05
county,Greenville County,driving,NA,South Carolina,United States,2020-07-19,116.01
county,Greenville County,driving,NA,South Carolina,United States,2020-07-20,144.03
county,Greenville County,driving,NA,South Carolina,United States,2020-07-21,145.56
county,Greenville County,driving,NA,South Carolina,United States,2020-07-22,150.85
county,Greenville County,driving,NA,South Carolina,United States,2020-07-23,156.56
county,Greenville County,driving,NA,South Carolina,United States,2020-07-24,167.15
county,Greenville County,driving,NA,South Carolina,United States,2020-07-25,159.78
county,Greenville County,driving,NA,South Carolina,United States,2020-07-26,122.71
county,Greenville County,driving,NA,South Carolina,United States,2020-07-27,147.77
county,Greenville County,driving,NA,South Carolina,United States,2020-07-28,152.18
county,Greenville County,driving,NA,South Carolina,United States,2020-07-29,150.3
county,Greenville County,driving,NA,South Carolina,United States,2020-07-30,153.53
county,Greenville County,driving,NA,South Carolina,United States,2020-07-31,166.76
county,Greenville County,driving,NA,South Carolina,United States,2020-08-01,158.78
county,Greenville County,driving,NA,South Carolina,United States,2020-08-02,119.16
county,Greenville County,driving,NA,South Carolina,United States,2020-08-03,148.44
county,Greenville County,driving,NA,South Carolina,United States,2020-08-04,162
county,Greenville County,driving,NA,South Carolina,United States,2020-08-05,161.95
county,Greenville County,driving,NA,South Carolina,United States,2020-08-06,163.02
county,Greenville County,driving,NA,South Carolina,United States,2020-08-07,176.45
county,Greenville County,driving,NA,South Carolina,United States,2020-08-08,165.38
county,Greenville County,driving,NA,South Carolina,United States,2020-08-09,123.42
county,Greenville County,driving,NA,South Carolina,United States,2020-08-10,147.34
county,Greenville County,driving,NA,South Carolina,United States,2020-08-11,151.2
county,Greenville County,driving,NA,South Carolina,United States,2020-08-12,158.2
county,Greenville County,driving,NA,South Carolina,United States,2020-08-13,162.26
county,Greenville County,driving,NA,South Carolina,United States,2020-08-14,178.23
county,Greenville County,driving,NA,South Carolina,United States,2020-08-15,172.71
county,Greenville County,driving,NA,South Carolina,United States,2020-08-16,132.45
county,Greenville County,driving,NA,South Carolina,United States,2020-08-17,147.81
county,Greenville County,driving,NA,South Carolina,United States,2020-08-18,151.66
county,Greenville County,driving,NA,South Carolina,United States,2020-08-19,153.05
county,Greenville County,driving,NA,South Carolina,United States,2020-08-20,157.2
county,Greenville County,driving,NA,South Carolina,United States,2020-08-21,166.1
county,Greenville County,driving,NA,South Carolina,United States,2020-08-22,167.97
county,Greenville County,driving,NA,South Carolina,United States,2020-08-23,120.38
county,Greenville County,driving,NA,South Carolina,United States,2020-08-24,139.45
county,Greenville County,driving,NA,South Carolina,United States,2020-08-25,141.99
county,Greenville County,driving,NA,South Carolina,United States,2020-08-26,149.02
county,Greenville County,driving,NA,South Carolina,United States,2020-08-27,152.8
county,Greenville County,driving,NA,South Carolina,United States,2020-08-28,170.05
county,Greenville County,driving,NA,South Carolina,United States,2020-08-29,162.79
county,Greenville County,driving,NA,South Carolina,United States,2020-08-30,117.13
county,Greenville County,driving,NA,South Carolina,United States,2020-08-31,138.94
county,Greenville County,driving,NA,South Carolina,United States,2020-09-01,147.23
county,Greenville County,driving,NA,South Carolina,United States,2020-09-02,148.52
county,Greenville County,driving,NA,South Carolina,United States,2020-09-03,156.19
county,Greenville County,driving,NA,South Carolina,United States,2020-09-04,177.15
county,Greenville County,driving,NA,South Carolina,United States,2020-09-05,164.48
county,Greenville County,driving,NA,South Carolina,United States,2020-09-06,128.72
county,Greenville County,driving,NA,South Carolina,United States,2020-09-07,121.15
county,Greenville County,driving,NA,South Carolina,United States,2020-09-08,146.49
county,Greenville County,driving,NA,South Carolina,United States,2020-09-09,145.72
county,Greenville County,driving,NA,South Carolina,United States,2020-09-10,151.74
county,Greenville County,driving,NA,South Carolina,United States,2020-09-11,175.71
county,Greenville County,driving,NA,South Carolina,United States,2020-09-12,159.96
county,Greenville County,driving,NA,South Carolina,United States,2020-09-13,116.67
county,Greenville County,driving,NA,South Carolina,United States,2020-09-14,143.54
county,Greenville County,driving,NA,South Carolina,United States,2020-09-15,147.14
county,Greenville County,driving,NA,South Carolina,United States,2020-09-16,146.6
county,Greenville County,driving,NA,South Carolina,United States,2020-09-17,133.56
county,Greenville County,driving,NA,South Carolina,United States,2020-09-18,174.3
county,Greenville County,driving,NA,South Carolina,United States,2020-09-19,168.74
county,Greenville County,driving,NA,South Carolina,United States,2020-09-20,119.55
county,Greenville County,driving,NA,South Carolina,United States,2020-09-21,135.91
county,Greenville County,driving,NA,South Carolina,United States,2020-09-22,144.59
county,Greenville County,driving,NA,South Carolina,United States,2020-09-23,143.21
county,Greenville County,driving,NA,South Carolina,United States,2020-09-24,143.78
county,Greenville County,driving,NA,South Carolina,United States,2020-09-25,159.77
county,Greenville County,driving,NA,South Carolina,United States,2020-09-26,161.13
county,Greenville County,driving,NA,South Carolina,United States,2020-09-27,112.75
county,Greenville County,driving,NA,South Carolina,United States,2020-09-28,126.9
county,Greenville County,driving,NA,South Carolina,United States,2020-09-29,128.74
county,Greenville County,driving,NA,South Carolina,United States,2020-09-30,139.54
county,Greenville County,driving,NA,South Carolina,United States,2020-10-01,152.78
county,Greenville County,driving,NA,South Carolina,United States,2020-10-02,172.15
county,Greenville County,driving,NA,South Carolina,United States,2020-10-03,165.06
county,Greenville County,driving,NA,South Carolina,United States,2020-10-04,116.96
county,Greenville County,driving,NA,South Carolina,United States,2020-10-05,137.45
county,Greenville County,driving,NA,South Carolina,United States,2020-10-06,144.53
county,Greenville County,driving,NA,South Carolina,United States,2020-10-07,142.39
county,Greenville County,driving,NA,South Carolina,United States,2020-10-08,149.73
county,Greenville County,driving,NA,South Carolina,United States,2020-10-09,169.31
county,Greenville County,driving,NA,South Carolina,United States,2020-10-10,147.18
county,Greenville County,driving,NA,South Carolina,United States,2020-10-11,107.3
county,Greenville County,driving,NA,South Carolina,United States,2020-10-12,133.68
county,Greenville County,driving,NA,South Carolina,United States,2020-10-13,138.11
county,Greenville County,driving,NA,South Carolina,United States,2020-10-14,140.41
county,Greenville County,driving,NA,South Carolina,United States,2020-10-15,148.63
county,Greenville County,driving,NA,South Carolina,United States,2020-10-16,172.16
county,Greenville County,driving,NA,South Carolina,United States,2020-10-17,171.7
county,Greenville County,driving,NA,South Carolina,United States,2020-10-18,119.22
county,Greenville County,driving,NA,South Carolina,United States,2020-10-19,135.61
county,Greenville County,driving,NA,South Carolina,United States,2020-10-20,142.84
county,Greenville County,driving,NA,South Carolina,United States,2020-10-21,142.01
county,Greenville County,driving,NA,South Carolina,United States,2020-10-22,149.68
county,Greenville County,driving,NA,South Carolina,United States,2020-10-23,178.17
county,Greenville County,driving,NA,South Carolina,United States,2020-10-24,169.26
county,Greenville County,driving,NA,South Carolina,United States,2020-10-25,119.56
county,Greenville County,driving,NA,South Carolina,United States,2020-10-26,133.39
county,Greenville County,driving,NA,South Carolina,United States,2020-10-27,140.77
county,Greenville County,driving,NA,South Carolina,United States,2020-10-28,131.07
county,Greenville County,driving,NA,South Carolina,United States,2020-10-29,138.69
county,Greenville County,driving,NA,South Carolina,United States,2020-10-30,188.23
county,Greenville County,driving,NA,South Carolina,United States,2020-10-31,164.71
county,Greenville County,driving,NA,South Carolina,United States,2020-11-01,111.87
county,Greenville County,driving,NA,South Carolina,United States,2020-11-02,133.89
county,Greenville County,driving,NA,South Carolina,United States,2020-11-03,140.64
county,Greenville County,driving,NA,South Carolina,United States,2020-11-04,123.56
county,Greenville County,driving,NA,South Carolina,United States,2020-11-05,133.65
county,Greenville County,driving,NA,South Carolina,United States,2020-11-06,158.86
county,Greenville County,driving,NA,South Carolina,United States,2020-11-07,152.63
county,Greenville County,driving,NA,South Carolina,United States,2020-11-08,106.32
county,Greenville County,driving,NA,South Carolina,United States,2020-11-09,124.6
county,Greenville County,driving,NA,South Carolina,United States,2020-11-10,125.44
county,Greenville County,driving,NA,South Carolina,United States,2020-11-11,121.8
county,Greenville County,driving,NA,South Carolina,United States,2020-11-12,126.09
county,Greenville County,driving,NA,South Carolina,United States,2020-11-13,162.9
county,Greenville County,driving,NA,South Carolina,United States,2020-11-14,155.62
county,Greenville County,driving,NA,South Carolina,United States,2020-11-15,105.29
county,Greenville County,driving,NA,South Carolina,United States,2020-11-16,121.75
county,Greenville County,driving,NA,South Carolina,United States,2020-11-17,126.74
county,Greenville County,driving,NA,South Carolina,United States,2020-11-18,129.2
county,Greenville County,driving,NA,South Carolina,United States,2020-11-19,131.94
county,Greenville County,driving,NA,South Carolina,United States,2020-11-20,156
county,Greenville County,driving,NA,South Carolina,United States,2020-11-21,150.96
county,Greenville County,driving,NA,South Carolina,United States,2020-11-22,104.52
county,Greenville County,driving,NA,South Carolina,United States,2020-11-23,131.82
county,Greenville County,driving,NA,South Carolina,United States,2020-11-24,140.77
county,Greenville County,driving,NA,South Carolina,United States,2020-11-25,143.67
county,Greenville County,driving,NA,South Carolina,United States,2020-11-26,69.83
county,Greenville County,driving,NA,South Carolina,United States,2020-11-27,126.29
county,Greenville County,driving,NA,South Carolina,United States,2020-11-28,122.34
county,Greenville County,driving,NA,South Carolina,United States,2020-11-29,92.4
county,Greenville County,driving,NA,South Carolina,United States,2020-11-30,120.52
county,Greenville County,driving,NA,South Carolina,United States,2020-12-01,131.32
county,Greenville County,driving,NA,South Carolina,United States,2020-12-02,128.56
county,Greenville County,driving,NA,South Carolina,United States,2020-12-03,133.87
county,Greenville County,driving,NA,South Carolina,United States,2020-12-04,153.52
county,Greenville County,driving,NA,South Carolina,United States,2020-12-05,150.25
county,Greenville County,driving,NA,South Carolina,United States,2020-12-06,103.26
county,Greenville County,driving,NA,South Carolina,United States,2020-12-07,121.11
county,Greenville County,driving,NA,South Carolina,United States,2020-12-08,125.66
county,Greenville County,driving,NA,South Carolina,United States,2020-12-09,126.84
county,Greenville County,driving,NA,South Carolina,United States,2020-12-10,135.25
county,Greenville County,driving,NA,South Carolina,United States,2020-12-11,158.38
county,Greenville County,driving,NA,South Carolina,United States,2020-12-12,150.5
county,Greenville County,driving,NA,South Carolina,United States,2020-12-13,104.76
county,Greenville County,driving,NA,South Carolina,United States,2020-12-14,121.19
county,Greenville County,driving,NA,South Carolina,United States,2020-12-15,132.71
county,Greenville County,driving,NA,South Carolina,United States,2020-12-16,125.92
county,Greenville County,driving,NA,South Carolina,United States,2020-12-17,144.25
county,Greenville County,driving,NA,South Carolina,United States,2020-12-18,158.32
county,Greenville County,driving,NA,South Carolina,United States,2020-12-19,139.93
county,Greenville County,driving,NA,South Carolina,United States,2020-12-20,100.7
county,Greenville County,driving,NA,South Carolina,United States,2020-12-21,139.02
county,Greenville County,driving,NA,South Carolina,United States,2020-12-22,141.84
county,Greenville County,driving,NA,South Carolina,United States,2020-12-23,148.84
county,Greenville County,driving,NA,South Carolina,United States,2020-12-24,97.09
county,Greenville County,driving,NA,South Carolina,United States,2020-12-25,52.29
county,Greenville County,driving,NA,South Carolina,United States,2020-12-26,106.62
county,Greenville County,driving,NA,South Carolina,United States,2020-12-27,93.29
county,Greenville County,driving,NA,South Carolina,United States,2020-12-28,123.65
county,Greenville County,driving,NA,South Carolina,United States,2020-12-29,131.32
county,Greenville County,driving,NA,South Carolina,United States,2020-12-30,131.58
county,Greenville County,driving,NA,South Carolina,United States,2020-12-31,130.99
county,Greenville County,driving,NA,South Carolina,United States,2021-01-01,80.01
county,Greenville County,driving,NA,South Carolina,United States,2021-01-02,119.03
county,Greenville County,driving,NA,South Carolina,United States,2021-01-03,94.71
county,Greenville County,driving,NA,South Carolina,United States,2021-01-04,121.17
county,Greenville County,driving,NA,South Carolina,United States,2021-01-05,131.43
county,Greenville County,driving,NA,South Carolina,United States,2021-01-06,119.69
county,Greenville County,driving,NA,South Carolina,United States,2021-01-07,122.25
county,Greenville County,driving,NA,South Carolina,United States,2021-01-08,120.74
county,Greenville County,driving,NA,South Carolina,United States,2021-01-09,131.44
county,Greenville County,driving,NA,South Carolina,United States,2021-01-10,95.02
county,Greenville County,driving,NA,South Carolina,United States,2021-01-11,117.24
county,Greenville County,driving,NA,South Carolina,United States,2021-01-12,119.96
county,Greenville County,driving,NA,South Carolina,United States,2021-01-13,119.8
county,Greenville County,driving,NA,South Carolina,United States,2021-01-14,125.29
county,Greenville County,driving,NA,South Carolina,United States,2021-01-15,142.53
county,Greenville County,driving,NA,South Carolina,United States,2021-01-16,136.87
county,Greenville County,driving,NA,South Carolina,United States,2021-01-17,100.65
county,Greenville County,driving,NA,South Carolina,United States,2021-01-18,125.87
county,Greenville County,driving,NA,South Carolina,United States,2021-01-19,118.72
county,Greenville County,driving,NA,South Carolina,United States,2021-01-20,119.37
county,Greenville County,driving,NA,South Carolina,United States,2021-01-21,122.67
county,Greenville County,driving,NA,South Carolina,United States,2021-01-22,143.56
county,Greenville County,driving,NA,South Carolina,United States,2021-01-23,144.24
county,Greenville County,driving,NA,South Carolina,United States,2021-01-24,97.88
county,Greenville County,driving,NA,South Carolina,United States,2021-01-25,112.76
county,Greenville County,driving,NA,South Carolina,United States,2021-01-26,118.44
county,Greenville County,driving,NA,South Carolina,United States,2021-01-27,118.2
county,Greenville County,driving,NA,South Carolina,United States,2021-01-28,126.78
county,Greenville County,driving,NA,South Carolina,United States,2021-01-29,146.74
county,Greenville County,driving,NA,South Carolina,United States,2021-01-30,142.36
county,Greenville County,driving,NA,South Carolina,United States,2021-01-31,92.87
county,Greenville County,driving,NA,South Carolina,United States,2021-02-01,118.66
county,Greenville County,driving,NA,South Carolina,United States,2021-02-02,121.61
county,Greenville County,driving,NA,South Carolina,United States,2021-02-03,124.93
county,Greenville County,driving,NA,South Carolina,United States,2021-02-04,125.91
county,Greenville County,driving,NA,South Carolina,United States,2021-02-05,148.39
county,Greenville County,driving,NA,South Carolina,United States,2021-02-06,139.89
county,Greenville County,driving,NA,South Carolina,United States,2021-02-07,93.41
county,Greenville County,driving,NA,South Carolina,United States,2021-02-08,119.81
county,Greenville County,driving,NA,South Carolina,United States,2021-02-09,124.81
county,Greenville County,driving,NA,South Carolina,United States,2021-02-10,126.62
county,Greenville County,driving,NA,South Carolina,United States,2021-02-11,127.78
county,Greenville County,driving,NA,South Carolina,United States,2021-02-12,153.09
county,Greenville County,driving,NA,South Carolina,United States,2021-02-13,148.3
county,Greenville County,driving,NA,South Carolina,United States,2021-02-14,110.29
county,Greenville County,driving,NA,South Carolina,United States,2021-02-15,110.99
county,Greenville County,driving,NA,South Carolina,United States,2021-02-16,122.75
county,Greenville County,driving,NA,South Carolina,United States,2021-02-17,126.89
county,Greenville County,driving,NA,South Carolina,United States,2021-02-18,118.46
county,Greenville County,driving,NA,South Carolina,United States,2021-02-19,151.28
county,Greenville County,driving,NA,South Carolina,United States,2021-02-20,155.63
county,Greenville County,driving,NA,South Carolina,United States,2021-02-21,105.37
county,Greenville County,driving,NA,South Carolina,United States,2021-02-22,115.69
county,Greenville County,driving,NA,South Carolina,United States,2021-02-23,129.66
county,Greenville County,driving,NA,South Carolina,United States,2021-02-24,136.12
county,Greenville County,driving,NA,South Carolina,United States,2021-02-25,140.73
county,Greenville County,driving,NA,South Carolina,United States,2021-02-26,150.52
county,Greenville County,driving,NA,South Carolina,United States,2021-02-27,159.06
county,Greenville County,driving,NA,South Carolina,United States,2021-02-28,111.27
county,Greenville County,driving,NA,South Carolina,United States,2021-03-01,122.75
county,Greenville County,driving,NA,South Carolina,United States,2021-03-02,129.32
county,Greenville County,driving,NA,South Carolina,United States,2021-03-03,136.81
county,Greenville County,driving,NA,South Carolina,United States,2021-03-04,145.12
county,Greenville County,driving,NA,South Carolina,United States,2021-03-05,165.93
county,Greenville County,driving,NA,South Carolina,United States,2021-03-06,164.07
county,Greenville County,driving,NA,South Carolina,United States,2021-03-07,117.98
county,Greenville County,driving,NA,South Carolina,United States,2021-03-08,135.33
county,Greenville County,driving,NA,South Carolina,United States,2021-03-09,138.34
county,Greenville County,driving,NA,South Carolina,United States,2021-03-10,141.93
county,Greenville County,driving,NA,South Carolina,United States,2021-03-11,146.71
county,Greenville County,driving,NA,South Carolina,United States,2021-03-12,NA
county,Greenville County,driving,NA,South Carolina,United States,2021-03-13,169.5
county,Greenville County,driving,NA,South Carolina,United States,2021-03-14,119.42
county,Greenville County,driving,NA,South Carolina,United States,2021-03-15,136.92
county,Greenville County,driving,NA,South Carolina,United States,2021-03-16,133.74
county,Greenville County,driving,NA,South Carolina,United States,2021-03-17,145.17
county,Greenville County,driving,NA,South Carolina,United States,2021-03-18,138.1
county,Greenville County,driving,NA,South Carolina,United States,2021-03-19,182.97
county,Greenville County,driving,NA,South Carolina,United States,2021-03-20,180.42
county,Greenville County,driving,NA,South Carolina,United States,2021-03-21,122.54
county,Greenville County,driving,NA,South Carolina,United States,2021-03-22,142.08
county,Greenville County,driving,NA,South Carolina,United States,2021-03-23,143.9
county,Greenville County,driving,NA,South Carolina,United States,2021-03-24,142.75
county,Greenville County,driving,NA,South Carolina,United States,2021-03-25,138.93
county,Greenville County,driving,NA,South Carolina,United States,2021-03-26,180.76
county,Greenville County,driving,NA,South Carolina,United States,2021-03-27,170.57
county,Greenville County,driving,NA,South Carolina,United States,2021-03-28,117.88
county,Greenville County,driving,NA,South Carolina,United States,2021-03-29,144.76
county,Greenville County,driving,NA,South Carolina,United States,2021-03-30,150.69
county,Greenville County,driving,NA,South Carolina,United States,2021-03-31,146.73
county,Greenville County,driving,NA,South Carolina,United States,2021-04-01,165.27
county,Greenville County,driving,NA,South Carolina,United States,2021-04-02,183.81
county,Greenville County,driving,NA,South Carolina,United States,2021-04-03,160.96
county,Greenville County,driving,NA,South Carolina,United States,2021-04-04,104.05
county,Greenville County,driving,NA,South Carolina,United States,2021-04-05,150.45
county,Greenville County,driving,NA,South Carolina,United States,2021-04-06,154.63
county,Greenville County,driving,NA,South Carolina,United States,2021-04-07,155.13
county,Greenville County,driving,NA,South Carolina,United States,2021-04-08,154.06
county,Greenville County,driving,NA,South Carolina,United States,2021-04-09,180.51
county,Greenville County,driving,NA,South Carolina,United States,2021-04-10,163.98
county,Greenville County,driving,NA,South Carolina,United States,2021-04-11,126.76
county,Greenville County,driving,NA,South Carolina,United States,2021-04-12,149.36
county,Greenville County,driving,NA,South Carolina,United States,2021-04-13,151.37
county,Greenville County,driving,NA,South Carolina,United States,2021-04-14,153.74
county,Greenville County,driving,NA,South Carolina,United States,2021-04-15,163.82
county,Greenville County,driving,NA,South Carolina,United States,2021-04-16,182.14
county,Greenville County,driving,NA,South Carolina,United States,2021-04-17,184.77
county,Greenville County,driving,NA,South Carolina,United States,2021-04-18,133.44
county,Greenville County,driving,NA,South Carolina,United States,2021-04-19,146.12
county,Greenville County,driving,NA,South Carolina,United States,2021-04-20,150.77
county,Greenville County,driving,NA,South Carolina,United States,2021-04-21,151.51
county,Greenville County,driving,NA,South Carolina,United States,2021-04-22,156.9
county,Greenville County,driving,NA,South Carolina,United States,2021-04-23,177.28
county,Greenville County,driving,NA,South Carolina,United States,2021-04-24,150.84
county,Greenville County,driving,NA,South Carolina,United States,2021-04-25,131.43
county,Greenville County,driving,NA,South Carolina,United States,2021-04-26,146.56
county,Greenville County,driving,NA,South Carolina,United States,2021-04-27,152.79
county,Greenville County,driving,NA,South Carolina,United States,2021-04-28,156.84
county,Greenville County,driving,NA,South Carolina,United States,2021-04-29,168.44
county,Greenville County,driving,NA,South Carolina,United States,2021-04-30,191.07
county,Greenville County,driving,NA,South Carolina,United States,2021-05-01,185.72
county,Greenville County,driving,NA,South Carolina,United States,2021-05-02,129.12
county,Greenville County,driving,NA,South Carolina,United States,2021-05-03,139.82
county,Greenville County,driving,NA,South Carolina,United States,2021-05-04,147.48
county,Greenville County,driving,NA,South Carolina,United States,2021-05-05,170.23
county,Greenville County,driving,NA,South Carolina,United States,2021-05-06,178.64
county,Greenville County,driving,NA,South Carolina,United States,2021-05-07,214.62
county,Greenville County,driving,NA,South Carolina,United States,2021-05-08,197.15
county,Greenville County,driving,NA,South Carolina,United States,2021-05-09,123.97
county,Greenville County,driving,NA,South Carolina,United States,2021-05-10,152.1
county,Greenville County,driving,NA,South Carolina,United States,2021-05-11,154.87
county,Greenville County,driving,NA,South Carolina,United States,2021-05-12,140.61
county,Greenville County,driving,NA,South Carolina,United States,2021-05-13,159.72
county,Greenville County,driving,NA,South Carolina,United States,2021-05-14,186.26
county,Greenville County,driving,NA,South Carolina,United States,2021-05-15,181.34
county,Greenville County,driving,NA,South Carolina,United States,2021-05-16,129.22
county,Greenville County,driving,NA,South Carolina,United States,2021-05-17,151.55
county,Greenville County,driving,NA,South Carolina,United States,2021-05-18,156.51
county,Greenville County,driving,NA,South Carolina,United States,2021-05-19,159.87
county,Greenville County,driving,NA,South Carolina,United States,2021-05-20,168.39
county,Greenville County,driving,NA,South Carolina,United States,2021-05-21,192.27
county,Greenville County,driving,NA,South Carolina,United States,2021-05-22,177.84
county,Greenville County,driving,NA,South Carolina,United States,2021-05-23,131.5
county,Greenville County,driving,NA,South Carolina,United States,2021-05-24,154.42
county,Greenville County,driving,NA,South Carolina,United States,2021-05-25,161.41
county,Greenville County,driving,NA,South Carolina,United States,2021-05-26,167.25
county,Greenville County,driving,NA,South Carolina,United States,2021-05-27,182.06
county,Greenville County,driving,NA,South Carolina,United States,2021-05-28,193.83
county,Greenville County,driving,NA,South Carolina,United States,2021-05-29,174
county,Greenville County,driving,NA,South Carolina,United States,2021-05-30,130.92
county,Greenville County,driving,NA,South Carolina,United States,2021-05-31,120.88
county,Greenville County,driving,NA,South Carolina,United States,2021-06-01,167.21
county,Greenville County,driving,NA,South Carolina,United States,2021-06-02,172.13
county,Greenville County,driving,NA,South Carolina,United States,2021-06-03,178.4
county,Greenville County,driving,NA,South Carolina,United States,2021-06-04,199.91
county,Greenville County,driving,NA,South Carolina,United States,2021-06-05,178.2
county,Greenville County,driving,NA,South Carolina,United States,2021-06-06,130.62
county,Greenville County,driving,NA,South Carolina,United States,2021-06-07,159.49
county,Greenville County,driving,NA,South Carolina,United States,2021-06-08,167.21
county,Greenville County,driving,NA,South Carolina,United States,2021-06-09,170.4
county,Greenville County,driving,NA,South Carolina,United States,2021-06-10,183.36
county,Greenville County,driving,NA,South Carolina,United States,2021-06-11,194.65
county,Greenville County,driving,NA,South Carolina,United States,2021-06-12,176.1
county,Greenville County,driving,NA,South Carolina,United States,2021-06-13,134.35
county,Greenville County,driving,NA,South Carolina,United States,2021-06-14,174.04
county,Greenville County,driving,NA,South Carolina,United States,2021-06-15,179.2
county,Greenville County,driving,NA,South Carolina,United States,2021-06-16,185.81
county,Greenville County,driving,NA,South Carolina,United States,2021-06-17,194.58
county,Greenville County,driving,NA,South Carolina,United States,2021-06-18,214.44
county,Greenville County,driving,NA,South Carolina,United States,2021-06-19,188.36
county,Greenville County,driving,NA,South Carolina,United States,2021-06-20,127.25
county,Greenville County,driving,NA,South Carolina,United States,2021-06-21,174.49
county,Greenville County,driving,NA,South Carolina,United States,2021-06-22,178.58
county,Greenville County,driving,NA,South Carolina,United States,2021-06-23,179.18
county,Greenville County,driving,NA,South Carolina,United States,2021-06-24,183.15
county,Greenville County,driving,NA,South Carolina,United States,2021-06-25,204.85
county,Greenville County,driving,NA,South Carolina,United States,2021-06-26,184.31
county,Greenville County,driving,NA,South Carolina,United States,2021-06-27,138.57
county,Greenville County,driving,NA,South Carolina,United States,2021-06-28,167.53
county,Greenville County,driving,NA,South Carolina,United States,2021-06-29,165.42
county,Greenville County,driving,NA,South Carolina,United States,2021-06-30,178.77
county,Greenville County,driving,NA,South Carolina,United States,2021-07-01,183.75
county,Greenville County,driving,NA,South Carolina,United States,2021-07-02,188.17
county,Greenville County,driving,NA,South Carolina,United States,2021-07-03,157.18
county,Greenville County,driving,NA,South Carolina,United States,2021-07-04,116.33
county,Greenville County,driving,NA,South Carolina,United States,2021-07-05,132.88
county,Greenville County,driving,NA,South Carolina,United States,2021-07-06,167.86
county,Greenville County,driving,NA,South Carolina,United States,2021-07-07,169.31
county,Greenville County,driving,NA,South Carolina,United States,2021-07-08,172.03
county,Greenville County,driving,NA,South Carolina,United States,2021-07-09,193.99
county,Greenville County,driving,NA,South Carolina,United States,2021-07-10,176.77
county,Greenville County,driving,NA,South Carolina,United States,2021-07-11,130.9
county,Greenville County,driving,NA,South Carolina,United States,2021-07-12,167.54
county,Greenville County,driving,NA,South Carolina,United States,2021-07-13,170.8
county,Greenville County,driving,NA,South Carolina,United States,2021-07-14,173.78
county,Greenville County,driving,NA,South Carolina,United States,2021-07-15,182.84
county,Greenville County,driving,NA,South Carolina,United States,2021-07-16,199.63
county,Greenville County,driving,NA,South Carolina,United States,2021-07-17,181.82
county,Greenville County,driving,NA,South Carolina,United States,2021-07-18,130.93
county,Greenville County,driving,NA,South Carolina,United States,2021-07-19,163.36
county,Greenville County,driving,NA,South Carolina,United States,2021-07-20,162.42
county,Greenville County,driving,NA,South Carolina,United States,2021-07-21,173.73
county,Greenville County,driving,NA,South Carolina,United States,2021-07-22,179.07
county,Greenville County,driving,NA,South Carolina,United States,2021-07-23,195.53
county,Greenville County,driving,NA,South Carolina,United States,2021-07-24,179.01
county,Greenville County,driving,NA,South Carolina,United States,2021-07-25,131.73
county,Greenville County,driving,NA,South Carolina,United States,2021-07-26,164.78
county,Greenville County,driving,NA,South Carolina,United States,2021-07-27,172.57
county,Greenville County,driving,NA,South Carolina,United States,2021-07-28,172.5
county,Greenville County,driving,NA,South Carolina,United States,2021-07-29,178.69
county,Greenville County,driving,NA,South Carolina,United States,2021-07-30,194.33
county,Greenville County,driving,NA,South Carolina,United States,2021-07-31,177.71
county,Greenville County,driving,NA,South Carolina,United States,2021-08-01,129.41
county,Greenville County,driving,NA,South Carolina,United States,2021-08-02,162.45
county,Greenville County,driving,NA,South Carolina,United States,2021-08-03,163.28
county,Greenville County,driving,NA,South Carolina,United States,2021-08-04,170.14
county,Greenville County,driving,NA,South Carolina,United States,2021-08-05,170.14
county,Greenville County,driving,NA,South Carolina,United States,2021-08-06,193.69
county,Greenville County,driving,NA,South Carolina,United States,2021-08-07,177.38
county,Greenville County,driving,NA,South Carolina,United States,2021-08-08,131.72
county,Greenville County,driving,NA,South Carolina,United States,2021-08-09,162.48
county,Greenville County,driving,NA,South Carolina,United States,2021-08-10,171.26
county,Greenville County,driving,NA,South Carolina,United States,2021-08-11,172.86
county,Greenville County,driving,NA,South Carolina,United States,2021-08-12,180.02
county,Greenville County,driving,NA,South Carolina,United States,2021-08-13,203.26
county,Greenville County,driving,NA,South Carolina,United States,2021-08-14,183.93
county,Greenville County,driving,NA,South Carolina,United States,2021-08-15,138.34
county,Greenville County,driving,NA,South Carolina,United States,2021-08-16,160.56
county,Greenville County,driving,NA,South Carolina,United States,2021-08-17,152.62
