"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19","X2020.09.20","X2020.09.21","X2020.09.22","X2020.09.23","X2020.09.24","X2020.09.25","X2020.09.26","X2020.09.27","X2020.09.28","X2020.09.29","X2020.09.30","X2020.10.01","X2020.10.02","X2020.10.03","X2020.10.04","X2020.10.05","X2020.10.06","X2020.10.07","X2020.10.08","X2020.10.09","X2020.10.10","X2020.10.11","X2020.10.12","X2020.10.13","X2020.10.14","X2020.10.15","X2020.10.16","X2020.10.17","X2020.10.18","X2020.10.19","X2020.10.20","X2020.10.21","X2020.10.22","X2020.10.23","X2020.10.24","X2020.10.25","X2020.10.26","X2020.10.27","X2020.10.28","X2020.10.29","X2020.10.30","X2020.10.31","X2020.11.01","X2020.11.02","X2020.11.03","X2020.11.04","X2020.11.05","X2020.11.06","X2020.11.07","X2020.11.08","X2020.11.09","X2020.11.10","X2020.11.11","X2020.11.12","X2020.11.13","X2020.11.14","X2020.11.15","X2020.11.16","X2020.11.17","X2020.11.18","X2020.11.19","X2020.11.20","X2020.11.21","X2020.11.22","X2020.11.23","X2020.11.24","X2020.11.25","X2020.11.26","X2020.11.27","X2020.11.28","X2020.11.29","X2020.11.30","X2020.12.01","X2020.12.02","X2020.12.03","X2020.12.04","X2020.12.05","X2020.12.06","X2020.12.07","X2020.12.08","X2020.12.09","X2020.12.10","X2020.12.11","X2020.12.12","X2020.12.13","X2020.12.14","X2020.12.15","X2020.12.16","X2020.12.17","X2020.12.18","X2020.12.19","X2020.12.20","X2020.12.21","X2020.12.22","X2020.12.23","X2020.12.24","X2020.12.25","X2020.12.26","X2020.12.27","X2020.12.28","X2020.12.29","X2020.12.30","X2020.12.31","X2021.01.01","X2021.01.02","X2021.01.03","X2021.01.04","X2021.01.05","X2021.01.06","X2021.01.07","X2021.01.08","X2021.01.09","X2021.01.10","X2021.01.11","X2021.01.12","X2021.01.13","X2021.01.14","X2021.01.15","X2021.01.16","X2021.01.17","X2021.01.18","X2021.01.19","X2021.01.20","X2021.01.21","X2021.01.22","X2021.01.23","X2021.01.24","X2021.01.25","X2021.01.26","X2021.01.27","X2021.01.28","X2021.01.29","X2021.01.30","X2021.01.31","X2021.02.01","X2021.02.02","X2021.02.03","X2021.02.04","X2021.02.05","X2021.02.06","X2021.02.07","X2021.02.08","X2021.02.09","X2021.02.10","X2021.02.11","X2021.02.12","X2021.02.13","X2021.02.14","X2021.02.15","X2021.02.16","X2021.02.17","X2021.02.18","X2021.02.19","X2021.02.20","X2021.02.21","X2021.02.22","X2021.02.23","X2021.02.24","X2021.02.25","X2021.02.26","X2021.02.27","X2021.02.28","X2021.03.01","X2021.03.02","X2021.03.03","X2021.03.04","X2021.03.05","X2021.03.06","X2021.03.07","X2021.03.08","X2021.03.09","X2021.03.10","X2021.03.11","X2021.03.12","X2021.03.13","X2021.03.14","X2021.03.15","X2021.03.16","X2021.03.17","X2021.03.18","X2021.03.19","X2021.03.20","X2021.03.21","X2021.03.22","X2021.03.23","X2021.03.24","X2021.03.25","X2021.03.26","X2021.03.27","X2021.03.28","X2021.03.29","X2021.03.30","X2021.03.31","X2021.04.01","X2021.04.02","X2021.04.03","X2021.04.04","X2021.04.05","X2021.04.06","X2021.04.07","X2021.04.08","X2021.04.09","X2021.04.10","X2021.04.11","X2021.04.12","X2021.04.13","X2021.04.14","X2021.04.15","X2021.04.16","X2021.04.17","X2021.04.18","X2021.04.19","X2021.04.20","X2021.04.21","X2021.04.22","X2021.04.23","X2021.04.24","X2021.04.25","X2021.04.26","X2021.04.27","X2021.04.28","X2021.04.29","X2021.04.30","X2021.05.01","X2021.05.02","X2021.05.03","X2021.05.04","X2021.05.05","X2021.05.06","X2021.05.07","X2021.05.08","X2021.05.09","X2021.05.10","X2021.05.11","X2021.05.12","X2021.05.13","X2021.05.14","X2021.05.15","X2021.05.16","X2021.05.17","X2021.05.18","X2021.05.19","X2021.05.20","X2021.05.21","X2021.05.22","X2021.05.23","X2021.05.24","X2021.05.25","X2021.05.26","X2021.05.27","X2021.05.28","X2021.05.29","X2021.05.30","X2021.05.31","X2021.06.01","X2021.06.02","X2021.06.03","X2021.06.04","X2021.06.05","X2021.06.06","X2021.06.07","X2021.06.08","X2021.06.09","X2021.06.10","X2021.06.11","X2021.06.12","X2021.06.13","X2021.06.14","X2021.06.15","X2021.06.16","X2021.06.17","X2021.06.18","X2021.06.19","X2021.06.20","X2021.06.21","X2021.06.22","X2021.06.23","X2021.06.24","X2021.06.25","X2021.06.26","X2021.06.27","X2021.06.28","X2021.06.29","X2021.06.30","X2021.07.01","X2021.07.02","X2021.07.03","X2021.07.04","X2021.07.05","X2021.07.06","X2021.07.07","X2021.07.08","X2021.07.09","X2021.07.10","X2021.07.11","X2021.07.12","X2021.07.13","X2021.07.14","X2021.07.15","X2021.07.16","X2021.07.17","X2021.07.18","X2021.07.19","X2021.07.20","X2021.07.21","X2021.07.22","X2021.07.23","X2021.07.24","X2021.07.25","X2021.07.26","X2021.07.27","X2021.07.28","X2021.07.29","X2021.07.30","X2021.07.31","X2021.08.01","X2021.08.02","X2021.08.03","X2021.08.04","X2021.08.05","X2021.08.06","X2021.08.07","X2021.08.08","X2021.08.09","X2021.08.10","X2021.08.11","X2021.08.12","X2021.08.13","X2021.08.14","X2021.08.15","X2021.08.16","X2021.08.17","X2021.08.18","X2021.08.19","X2021.08.20","X2021.08.21","X2021.08.22","X2021.08.23","X2021.08.24","X2021.08.25","X2021.08.26","X2021.08.27","X2021.08.28","X2021.08.29","X2021.08.30","X2021.08.31","X2021.09.01","X2021.09.02","X2021.09.03","X2021.09.04","X2021.09.05","X2021.09.06","X2021.09.07","X2021.09.08","X2021.09.09","X2021.09.10","X2021.09.11","X2021.09.12","X2021.09.13","X2021.09.14","X2021.09.15","X2021.09.16","X2021.09.17","X2021.09.18","X2021.09.19","X2021.09.20"
"241","city","Boise","driving","","Idaho","United States",100,100.22,104.93,108.2,121.04,110.38,74.02,98.75,102.15,107.29,106.8,120.01,112.09,70.3,98.57,102.92,106.46,107.72,125.14,118.58,69.16,99.03,102.59,107.37,108.3,134.35,121.55,79.52,105.35,110.62,114.47,122.92,139.03,117.01,81.17,107.34,109.17,111.48,119.17,143.46,137.57,85.15,109.79,113.64,111.36,123.86,148.5,136.52,87.34,108.48,111.19,112.84,130.27,155.85,140.5,86.25,109.02,118.6,115.66,115.72,127.93,108.56,67.34,93.36,88.01,84.87,86.5,89.04,76.84,54.82,69.02,68.24,65.49,57.8,65.1,57.41,41.05,56.88,65.67,61.87,63.84,68.92,58.46,44.83,62.48,65.2,68.44,70.41,80.39,68.09,40.4,68.37,70.89,74.12,76.33,87.34,77.18,59.89,80.48,79.78,80.95,82.57,93.01,82.3,63.47,80.5,88.51,88.74,89.34,110.13,95.45,71.02,98.53,100.43,96.31,105.12,118.05,106.8,72.48,NA,NA,107.61,109.92,130.42,119.44,88.97,114.7,118.6,117.24,128.33,146.67,129.3,99.93,103.86,133.88,139.42,143.73,158,135.54,104.63,135.84,142.72,144.02,150.73,165.04,143.56,105.99,145.96,148.1,153.2,158.76,177.64,153.59,124.35,155.31,151.6,152.79,166.57,186.43,170.09,112.98,159.45,161.94,164.4,174.45,184.32,163.44,121.18,150.78,163.19,168.33,170.24,158.54,114.67,114.37,160.8,163.26,162.49,169.04,185.86,164.62,122.94,161.72,161.46,161.03,166.22,178.94,161.54,125.33,158.65,161.78,161.78,167.56,181.58,165.59,130.68,161.16,164.84,171.66,177.42,184.62,166.37,128.37,163.28,166.66,172.89,174.75,191.8,172.74,136.41,171.37,170.5,173.42,181.53,198.31,176.24,133.87,172.89,178.01,185.62,191.29,203.96,180.07,132.46,163.9,164.67,165.34,169.31,192.86,175.1,128.64,160.34,165.12,168.99,178.22,195.47,172.38,135.23,136.51,163.46,166.01,171.74,192.33,185.92,131.25,162.27,162.65,163.4,170.66,193.99,184.79,127.39,153.99,152.64,155.08,158.63,183.04,170.48,118.52,145.17,146.88,151.17,164.19,186.44,179.03,121.56,148.51,151.6,153.98,163.33,190.64,168.32,118.85,141.78,145.26,151.8,159.9,184.36,176.69,118.19,147.95,148.17,149.65,154.7,178.17,161.11,110.23,135.71,144.33,144.15,154.05,179.37,158.46,105.21,134.57,140.28,126.4,137.47,153.48,136.95,89.86,119.28,122.79,130.22,119.24,139.02,132.51,85.08,118.81,119.1,121.78,126.95,146.46,127.29,89.39,125.16,131.14,125.23,50.17,110.47,107.22,82.33,112.53,117.32,116.55,118.72,135.14,125.56,82.82,113.36,113.91,117.16,121.88,138.17,130.23,83.14,113.88,119.58,126,128.91,148.45,132.96,92.74,141.44,140.29,150.7,98.47,42.1,95.52,83.84,120.45,121.99,124.24,122.86,89.73,110.02,82.91,112.48,122.09,114.76,121.48,135.6,126.04,90.11,114.81,112.27,114.98,120.58,138.89,130.09,94.46,122.79,120.93,114.24,118.99,138.36,130.75,88.24,113.79,115.24,114.76,119.6,137.97,132.93,95.38,115.75,116.16,118.71,125.39,143.94,134.96,89.29,116.82,117.69,124.3,126.95,146.9,106.21,91.63,102.01,117.46,121.73,125.84,144.7,139.25,93.99,117.67,122.63,127.25,130.86,148.61,139.83,99.47,124.62,127.85,133.52,148.77,169.62,154.65,108.51,130.05,134.9,140.95,145.18,NA,164.1,114.76,139.78,143.89,152.91,157.14,180.38,172.2,121.77,140.11,144.22,144.43,148.27,168.91,158,118.77,138.89,148.9,153.89,160.56,184.68,168.1,97.67,149.62,158.94,164.92,169.66,197.47,185.78,122.37,147.86,149.11,155.35,162.02,183.83,173.14,120.58,146.18,152.68,156.04,161.08,189.97,173.23,116.05,141.5,153.66,157.27,170.17,188.76,175.03,121.13,152.07,158.69,164.88,176.38,205.34,199.01,120.19,157.26,225.52,166.59,174.47,188,175.65,125.58,162.26,168.67,164.38,175.02,203.99,181.43,125.97,164.04,168.05,177.31,182.31,199.01,173.08,131.5,131.09,176.29,177.32,181.97,202.67,182.69,137.19,174.49,180.41,182.12,183.16,208.71,186.01,138.35,184.96,188.63,190.74,197.41,215.76,191.47,142.72,197.94,197.74,203.75,214.81,223.51,196.59,144.9,186.99,188.09,196.96,199.86,206.87,163.13,128.91,157.8,196.43,199.27,200.8,212.67,185.83,141.46,186.14,191.56,192.32,197.03,208.38,183.59,141.02,185.2,184.94,190.91,196.05,202.41,178.5,138.18,177.01,180.3,184.87,186.55,197.61,173.95,131.81,179.03,182.26,182.12,187.68,197.46,175.68,134.21,178.97,185.47,185.9,187.52,208.27,186.47,141.18,185.65,197.2,207.03,210.16,221.9,198.49,143.66,184.6,192.28,193.08,203.5,210.32,191.71,133.39,167.64,174.7,181.85,189.26,214.11,172.6,137.16,132.07,176.72,177.2,184.5,197.1,183.51,127.66,167.84,170.29,174.64,181.59,209.17,191.91,125.94,164.34
"242","city","Boise","walking","","Idaho","United States",100,109.11,117.3,117.78,152.28,151.03,89.94,99.63,98.79,116.3,117.6,148.43,143.33,76.54,105.19,107.86,117.48,110.04,144.38,167.47,69.93,96.38,111.73,101.34,108.51,155.18,149.76,96.13,105.68,115.65,125.32,136.84,187.32,153.72,96.13,111.82,110.43,117.69,123.44,177.49,180.04,94.41,118.76,124.07,123.32,145.79,191.79,174.1,97.82,108.69,117.6,117.2,149.64,195.59,178.07,100.97,120.66,136.45,136.47,131.88,149.27,129.56,76.4,95.34,92.19,80.87,86.62,89.2,73.99,57.89,65.38,66.75,59.61,53.05,60.86,55.09,44.03,55.51,57.15,59.4,57.85,63.25,59.82,46.12,64.53,68.98,74.89,71.04,85.11,66.61,37.82,63.09,64.62,64.6,71.99,80.32,68.37,58.1,78.65,79.02,74.89,65.13,84.98,79.3,62.95,76.12,81.2,89.38,83.56,106.86,93.39,70.86,97.17,98.26,90.54,100.97,113.1,116.16,73.08,NA,NA,107.63,103.08,127.1,133.5,100.49,106.42,116.39,106.56,133.02,157.25,148.76,114.58,117.69,149.99,151.63,155.16,171.99,160.28,120.08,157.99,180.38,164.34,166.96,192.35,168.63,112.84,165.59,154.86,175.79,168.31,211.66,179.23,143.61,163.46,167.89,171.57,196.27,215.14,209.69,120.08,172.48,169,184.28,201.09,203.36,191.75,129.93,153.7,181.87,186,188.45,181.31,134.78,125.6,171.09,181.52,180.18,176.81,207.84,199.65,133.87,182.08,185.23,186.39,184.65,207.47,192.97,138.28,177.46,188.41,176.74,192.49,215.77,196.75,154.67,169.07,175.65,187.16,189.38,200.74,196.15,145.47,173.64,188.75,192,197.52,230.56,204.43,157.99,191.91,194.41,203.13,212.71,252.03,220.22,161.91,200.65,230.74,246.37,263.04,277.88,261.53,186.04,240.32,235.4,229.77,240.34,260.24,247.48,156.94,188.24,198.56,204.71,213.7,248.02,233.29,182.66,182.26,197.1,189.33,202.64,248.46,258.4,160.54,202.85,191.58,196.61,201.02,247.14,264.34,175.45,180.76,176.79,193.46,185.42,245.14,267.61,160.07,177.74,171.16,176.61,202.85,255.18,252.82,153.77,178.16,178.74,187.22,200.72,256.5,234.57,148.13,165.43,168,179.11,189.75,255.55,254.58,159.82,177.42,172.66,184.88,190.35,236.47,235.91,135.85,156.46,160.86,181.45,193.51,240.62,252.54,143.54,157.29,178.9,161.28,169.97,220.8,191,112.29,129.93,138.44,148.67,140.92,165.2,183,106.01,132.3,135.52,142.87,140.53,182.4,163.46,112.47,144.08,146.12,147.44,57.27,138.91,132.95,100.14,129.42,132.18,138.72,139.37,172.27,161.35,97.26,128.54,134.48,133.13,144.91,168.65,166.89,104.41,127.29,134.59,155.16,162.35,180.59,169.26,120.47,165.18,159.94,175.68,130.16,41.22,110.27,96.34,134.2,134.29,145.1,158.29,114.68,135.31,93,116.95,130.56,125.55,137.1,166.31,156.16,104.41,123.9,123.02,141.02,141.2,168.12,179.23,121.47,143.89,161.72,143.75,133.92,167.49,176.44,101.67,131.53,129.14,126.04,133.02,161.65,190.4,115.49,134.22,134.15,123.83,140.67,175.42,185.28,109.39,130.47,130.95,145.54,140.67,172.34,156.76,139.58,110.73,127.71,133.92,139.28,187.25,193.32,115.42,130.28,134.48,136.77,139.55,172.57,186.23,116.69,142.2,140,154.97,171.74,216.55,209.53,139.37,143.03,157.43,167.42,172.29,NA,227.64,154.09,161.84,162.72,185.56,183.47,234.87,248.53,169.53,158.43,172.85,165.5,162.09,231.28,226.87,168.61,159.33,156.16,172.27,200.07,249.48,242.99,130.95,172.55,186.25,210.76,198.35,258.2,251.03,154,166.31,174.96,181.61,187.67,241.46,261.21,173.82,167.54,182.17,181.94,194.99,257.27,240.37,147.3,157.8,180.8,193.46,202.81,254.65,250.96,162.88,184.03,188.64,208.81,220.36,284.72,300.42,163.58,188.11,198.86,200.7,209.76,259.29,265.34,181.06,207.58,206.03,187.87,215.79,261.84,260.86,166.57,201.85,196.41,223.37,240.88,272.62,283.49,213.66,172.64,211.45,226.41,227.29,281.52,285.79,206.35,225.6,221.61,231.18,227.94,280.48,277.9,191.31,233.55,244.08,251.4,259.96,304.66,290.03,205.4,268.28,253.63,269.37,275.89,304.92,305.87,194.3,231.39,243.54,231.49,253.35,266.73,248.09,211.36,198.52,229.93,243.26,257.92,285.56,296.57,184.6,223.83,240.67,245.51,251.59,301.41,300.05,196.92,227.03,232.99,238.19,252.82,286.83,282.19,183.24,222.84,232.23,230.16,247.16,286.37,268.33,180.48,216.79,221.01,227.94,248.06,262.53,271.09,176.12,229.65,225.64,235.03,245.63,291.65,306.03,195.76,254.86,273.43,302.41,320.8,358.54,365.82,237.63,303.11,322.17,280.13,303.04,344.47,336.75,191.61,222.56,235.82,240.37,259.03,337.03,297.7,224.46,186.2,223,237.61,240.97,333.13,341.48,216.76,218.73,222,232.95,247.97,339.62,406.96,183.26,208.97
"2057","county","Ada County","driving","","Idaho","United States",100,99.89,105.05,108.43,121.67,111.69,75.31,99.84,101.96,107.19,106.85,120.98,113.33,71.34,98.67,102.6,106.81,108.38,125.19,119.31,70.33,99.39,102.6,107.59,108.8,134.28,122.65,80.77,106.14,111.15,114.79,123.5,139.47,118.78,82.51,108.93,110.2,111.88,120.31,144.15,139.35,86.08,110.66,113.91,112.28,124.58,148.93,137.49,88.47,109.39,111.71,113.4,130.77,155.05,141.33,87.61,109.7,119.62,115.96,116.26,129.56,110.05,68.63,94.29,88.89,86.43,88.61,91.42,79.45,57.13,71.42,70.41,67.92,60.1,67.47,59.78,42.63,58.44,67.39,63.96,65.47,71.21,60.8,46.64,64.3,67.67,71.13,73.32,83.09,70.11,41.92,70.33,73.14,75.8,78.91,90.45,80.22,62.11,83.28,82.34,83.18,85.03,96.63,85.12,66.82,83.86,91.56,92.27,91.81,114.37,98.49,74.11,101.82,103.53,99.06,108.37,121.65,111.08,77.73,NA,NA,110.31,112.38,134.01,123.82,92.28,117.1,121.18,119.12,131.47,151.45,132.87,103.92,108.77,137.7,142.89,147.78,163.16,140.38,108.03,139.08,146.68,147.51,154.8,169.29,147.03,108.22,148.73,151.81,157.15,162.41,181.49,155.99,127.53,158.67,154.82,156.46,170.31,192.03,175.56,117.9,163.78,166.32,168.6,178.65,190.17,169.71,125.93,154.12,167.84,173.66,175.99,164.23,120.18,119.97,166.23,167.62,167.15,174,191.04,170.26,132.61,166.44,166.97,165.25,170.95,184.3,167.94,134.89,163.52,165.33,165.81,172.21,187.81,170.99,135.37,165.78,168.62,176.23,180.98,188.97,171.08,138.02,168.07,171.13,177.37,179,197.06,178.65,143.45,176.04,174.75,179.73,186.75,202.74,181.36,140.53,176.05,180.77,188.49,196.85,209.34,183.73,135.45,166.64,167.43,168.66,172.48,196.51,179.69,132.44,163.51,168.62,172.8,182.45,199.97,175.63,138.45,140.43,166.7,169.99,175.19,195.88,189.99,133.95,164.7,166.28,165.68,173.48,197.28,189.29,130.37,156.6,155.51,158.75,162.57,187.78,175.54,126.06,148.97,150.61,152.19,166.91,189.89,182.21,125.84,150.03,153.06,155.36,164.14,193.26,170.19,120.81,144.32,147.01,153.3,161.47,186.89,183.23,123.75,149.51,149.89,151.73,157.02,181.08,163.38,110.7,136.99,144.96,145.3,155.06,180.94,160.17,105.81,135.14,141.61,127.37,137.83,153.78,137.08,89.92,119.72,123.27,130.97,119.36,138.7,132.69,84.83,120.15,119.75,122.02,126.88,147.18,128.04,90.66,126.84,132.62,126.48,51.89,111.15,108.4,84.01,113.33,118.13,116.99,119.48,136.63,126.17,83.89,113.99,115.07,118.53,122.37,139.12,130.67,84.39,114.85,120.27,127.2,129.32,149.91,133.83,93.81,142.36,140.82,151.42,99.51,43.52,96,85.5,122.19,123.78,125.81,124.18,91.15,110.88,84.01,113.09,123.19,115.33,122.42,135.91,126.37,90.44,115.34,112.12,115.22,120.85,139.72,131.3,95.56,124,121.35,114.81,118.94,138.83,131.67,89.34,114.37,115.83,115.25,119.9,138.43,133.04,96.08,116.24,116.9,119.4,126.29,144.4,136.6,90.05,117.98,118.77,125.17,128.14,146.97,106.09,91.92,102.17,117.73,122.2,126.05,145.17,139.27,95.13,118.9,122.83,127.77,131.31,148.76,140.58,100.49,125.76,128.54,134.6,149.04,170.28,155.53,109.41,130.66,135.57,142.26,146.45,NA,165.32,115.2,140.36,145.6,153.02,158.34,180.54,171.82,122.79,141.04,145.35,145.06,148.28,169.82,159.18,119.54,140.01,149.92,154.97,161.67,185.7,169.56,98.93,150.73,160.14,166.82,171.38,199.93,190.23,124.49,149.79,151.05,156.84,163.69,185.7,175.73,121.95,147.83,153.91,157.53,163.06,192.44,175.7,118.84,143.07,155.97,159.13,171.99,192.77,179.15,123.8,153.86,160.52,167.05,177.81,206.9,201.99,122.35,158.78,223.6,168.97,177.01,191.21,179.5,127.59,164.43,170.73,166.27,176.51,207.93,185.49,128.18,165.53,168.76,179.62,185.29,202.8,176.63,133.97,134.75,178.53,179.92,184.79,206.48,187.08,139.72,177.96,183.1,185.16,185.39,214.27,190.82,141.85,187.92,192.04,193.61,200.5,220.01,194.78,145.33,201.03,201.4,209.34,217.45,226.31,199.58,148.4,190.16,191.65,199.21,202.69,211.91,167.69,133.03,161.59,200.05,202.48,204.12,218.9,190.94,145.25,189.1,194.36,195.21,199.99,211.52,186.48,143.54,187.26,187.09,193.92,198.23,205.15,181.25,140.53,179.47,182.44,187.67,189.01,201.54,176.21,134.89,181.69,184.99,184.03,189.99,201.31,179.46,137.66,181.52,187.69,188.98,190.79,210.74,187.65,142.61,186.75,197.63,206.61,209.64,222.92,198.28,144.4,184.37,193.31,194.55,204.98,212.37,192.84,134.76,170.3,176.54,184.25,191.18,217.46,174.76,138.02,134.22,178.58,179.23,186.88,199.03,185.89,128.86,169.5,171.88,176.53,184.29,211.7,194.17,126.66,166.69
